#iter.	 ime 	 mass 	 bozon 	 px1 	 py1 	 pz1 	 px2 	 py2 	 pz2
1432. 	b	4.18	0	29.12	49	20.16	22.88	1	75.84
1433. 	b	4.18	0	49.28	35.28	-5.46	38.72	0.72	-20.54
1434. 	b	4.18	0	56	62.72	3.78	44	1.28	14.22
1435. 	b	4.18	0	30.24	92.12	2.94	23.76	1.88	11.06
1436. 	b	4.18	0	23.52	45.08	-14.28	18.48	0.92	-53.72
1437. 	W	80.379	1	-54.88	-90.16	6.72	-43.12	-1.84	25.28
1438. 	b	4.18	0	23.52	-62.72	13.86	18.48	-1.28	52.14
1439. 	b	4.18	0	47.04	-15.68	-13.02	36.96	-0.32	-48.98
1440. 	b	4.18	0	-19.04	19.6	12.6	-14.96	0.4	47.4
1441. 	b	4.18	0	16.8	-70.56	2.1	13.2	-1.44	7.9
1442. 	b	4.18	0	-10.08	35.28	7.56	-7.92	0.72	28.44
1443. 	Tau	1.777	0	-28	-62.72	17.22	-22	-1.28	64.78
1444. 	b	4.18	0	-1.12	27.44	-17.64	-0.88	0.56	-66.36
1445. 	b	4.18	0	56	35.28	2.52	44	0.72	9.48
1446. 	b	4.18	0	0	-7.84	20.58	0	-0.16	77.42
1447. 	b	4.18	0	43.68	33.32	14.28	34.32	0.68	53.72
1448. 	b	4.18	0	49.28	47.04	20.16	38.72	0.96	75.84
1449. 	b	4.18	0	54.88	3.92	-9.66	43.12	0.08	-36.34
1450. 	b	4.18	0	-12.32	98	-0.84	-9.68	2	-3.16
1451. 	b	4.18	0	-15.68	11.76	-16.38	-12.32	0.24	-61.62
1452. 	b	4.18	0	1.12	-52.92	16.8	0.88	-1.08	63.2
1453. 	W	80.379	1	-40.32	-54.88	-0.42	-31.68	-1.12	-1.58
1454. 	W	80.379	1	-52.64	56.84	-1.68	-41.36	1.16	-6.32
1455. 	b	4.18	0	52.64	35.28	0.84	41.36	0.72	3.16
1456. 	b	4.18	0	-7.84	5.88	15.54	-6.16	0.12	58.46
1457. 	W	80.379	1	-53.76	-27.44	-12.18	-42.24	-0.56	-45.82
1458. 	b	4.18	0	21.28	29.4	-5.88	16.72	0.6	-22.12
1459. 	W	80.379	1	-38.08	-5.88	4.2	-29.92	-0.12	15.8
1460. 	b	4.18	0	-17.92	27.44	7.56	-14.08	0.56	28.44
1461. 	b	4.18	0	-21.28	-11.76	-15.54	-16.72	-0.24	-58.46
1462. 	Z	91.187	1	-24.64	94.08	1.26	-19.36	1.92	4.74
1463. 	b	4.18	0	7.84	-94.08	1.68	6.16	-1.92	6.32
1464. 	b	4.18	0	15.68	13.72	-7.98	12.32	0.28	-30.02
1465. 	b	4.18	0	28	33.32	-10.08	22	0.68	-37.92
1466. 	b	4.18	0	10.08	-60.76	-2.94	7.92	-1.24	-11.06
1467. 	b	4.18	0	10.08	56.84	-1.68	7.92	1.16	-6.32
1468. 	b	4.18	0	23.52	29.4	-1.68	18.48	0.6	-6.32
1469. 	b	4.18	0	34.72	49	-5.46	27.28	1	-20.54
1470. 	W	80.379	1	-54.88	3.92	-6.3	-43.12	0.08	-23.7
1471. 	b	4.18	0	-16.8	-37.24	-15.12	-13.2	-0.76	-56.88
1472. 	b	4.18	0	-8.96	82.32	21	-7.04	1.68	79
1473. 	b	4.18	0	48.16	11.76	6.3	37.84	0.24	23.7
1474. 	W	80.379	1	-36.96	-92.12	5.46	-29.04	-1.88	20.54
1475. 	W	80.379	1	-50.4	-90.16	3.36	-39.6	-1.84	12.64
1476. 	b	4.18	0	14.56	88.2	-16.8	11.44	1.8	-63.2
1477. 	b	4.18	0	7.84	58.8	-20.16	6.16	1.2	-75.84
1478. 	b	4.18	0	33.6	96.04	-10.5	26.4	1.96	-39.5
1479. 	b	4.18	0	0	-15.68	-5.04	0	-0.32	-18.96
1480. 	b	4.18	0	-15.68	-58.8	-19.74	-12.32	-1.2	-74.26
1481. 	W	80.379	1	-49.28	62.72	14.7	-38.72	1.28	55.3
1482. 	b	4.18	0	-8.96	-80.36	-13.86	-7.04	-1.64	-52.14
1483. 	b	4.18	0	33.6	37.24	-4.2	26.4	0.76	-15.8
1484. 	W	80.379	1	-53.76	15.68	3.36	-42.24	0.32	12.64
1485. 	b	4.18	0	4.48	62.72	-6.72	3.52	1.28	-25.28
1486. 	b	4.18	0	29.12	98	10.5	22.88	2	39.5
1487. 	b	4.18	0	25.76	-86.24	13.02	20.24	-1.76	48.98
1488. 	b	4.18	0	7.84	62.72	14.7	6.16	1.28	55.3
1489. 	W	80.379	1	-53.76	80.36	-13.02	-42.24	1.64	-48.98
1490. 	b	4.18	0	33.6	39.2	-8.82	26.4	0.8	-33.18
1491. 	W	80.379	1	-34.72	-94.08	-19.74	-27.28	-1.92	-74.26
1492. 	Tau	1.777	0	-29.12	-58.8	15.12	-22.88	-1.2	56.88
1493. 	b	4.18	0	-11.2	-35.28	-7.56	-8.8	-0.72	-28.44
1494. 	b	4.18	0	35.84	-17.64	-5.46	28.16	-0.36	-20.54
1495. 	Z	91.187	1	-22.4	-54.88	-2.52	-17.6	-1.12	-9.48
1496. 	W	80.379	1	-44.8	-94.08	-8.4	-35.2	-1.92	-31.6
1497. 	W	80.379	1	-53.76	62.72	4.2	-42.24	1.28	15.8
1498. 	b	4.18	0	47.04	52.92	-16.8	36.96	1.08	-63.2
1499. 	b	4.18	0	29.12	19.6	-14.28	22.88	0.4	-53.72
1500. 	b	4.18	0	32.48	86.24	6.72	25.52	1.76	25.28
1501. 	W	80.379	1	-41.44	-96.04	7.14	-32.56	-1.96	26.86
1502. 	b	4.18	0	48.16	68.6	19.32	37.84	1.4	72.68
1503. 	W	80.379	1	-32.48	-86.24	-8.82	-25.52	-1.76	-33.18
1504. 	W	80.379	1	-49.28	74.48	-6.3	-38.72	1.52	-23.7
1505. 	W	80.379	1	-35.84	82.32	20.16	-28.16	1.68	75.84
1506. 	W	80.379	1	-52.64	-39.2	-5.88	-41.36	-0.8	-22.12
1507. 	b	4.18	0	49.28	-47.04	19.74	38.72	-0.96	74.26
1508. 	b	4.18	0	-12.32	-25.48	-1.26	-9.68	-0.52	-4.74
1509. 	W	80.379	1	-54.88	-9.8	-17.64	-43.12	-0.2	-66.36
1510. 	b	4.18	0	-17.92	7.84	14.28	-14.08	0.16	53.72
1511. 	b	4.18	0	35.84	-92.12	-13.86	28.16	-1.88	-52.14
1512. 	b	4.18	0	12.32	-58.8	7.98	9.68	-1.2	30.02
1513. 	b	4.18	0	-10.08	-13.72	10.92	-7.92	-0.28	41.08
1514. 	b	4.18	0	26.88	43.12	-20.16	21.12	0.88	-75.84
1515. 	b	4.18	0	32.48	52.92	-3.36	25.52	1.08	-12.64
1516. 	b	4.18	0	-12.32	7.84	18.48	-9.68	0.16	69.52
1517. 	W	80.379	1	-48.16	-31.36	8.4	-37.84	-0.64	31.6
1518. 	b	4.18	0	51.52	1.96	4.62	40.48	0.04	17.38
1519. 	Tau	1.777	0	-26.88	-21.56	-15.96	-21.12	-0.44	-60.04
1520. 	b	4.18	0	-14.56	31.36	5.88	-11.44	0.64	22.12
1521. 	W	80.379	1	-39.2	31.36	13.02	-30.8	0.64	48.98
1522. 	b	4.18	0	-11.2	-9.8	-17.22	-8.8	-0.2	-64.78
1523. 	b	4.18	0	-20.16	-3.92	14.7	-15.84	-0.08	55.3
1524. 	b	4.18	0	0	-25.48	-18.9	0	-0.52	-71.1
1525. 	b	4.18	0	-12.32	7.84	5.04	-9.68	0.16	18.96
1526. 	b	4.18	0	21.28	-21.56	12.6	16.72	-0.44	47.4
1527. 	b	4.18	0	10.08	47.04	3.78	7.92	0.96	14.22
1528. 	b	4.18	0	12.32	-3.92	5.04	9.68	-0.08	18.96
1529. 	b	4.18	0	-6.72	88.2	-5.46	-5.28	1.8	-20.54
1530. 	b	4.18	0	53.76	-45.08	-6.3	42.24	-0.92	-23.7
1531. 	W	80.379	1	-47.04	-84.28	-11.76	-36.96	-1.72	-44.24
1532. 	b	4.18	0	26.88	-39.2	-4.2	21.12	-0.8	-15.8
1533. 	b	4.18	0	1.12	-11.76	-10.08	0.88	-0.24	-37.92
1534. 	b	4.18	0	22.4	-27.44	-15.96	17.6	-0.56	-60.04
1535. 	b	4.18	0	8.96	-15.68	-4.62	7.04	-0.32	-17.38
1536. 	b	4.18	0	-6.72	68.6	20.16	-5.28	1.4	75.84
1537. 	b	4.18	0	50.4	-15.68	-11.76	39.6	-0.32	-44.24
1538. 	b	4.18	0	16.8	-29.4	-8.4	13.2	-0.6	-31.6
1539. 	W	80.379	1	-49.28	25.48	3.36	-38.72	0.52	12.64
1540. 	b	4.18	0	34.72	98	-4.62	27.28	2	-17.38
1541. 	W	80.379	1	-49.28	-72.52	-13.44	-38.72	-1.48	-50.56
1542. 	b	4.18	0	30.24	-1.96	14.28	23.76	-0.04	53.72
1543. 	b	4.18	0	56	-66.64	-1.26	44	-1.36	-4.74
1544. 	W	80.379	1	-41.44	-74.48	-17.64	-32.56	-1.52	-66.36
1545. 	W	80.379	1	-34.72	82.32	-10.08	-27.28	1.68	-37.92
1546. 	b	4.18	0	15.68	-52.92	19.74	12.32	-1.08	74.26
1547. 	b	4.18	0	39.2	82.32	-19.32	30.8	1.68	-72.68
1548. 	b	4.18	0	29.12	72.52	8.4	22.88	1.48	31.6
1549. 	b	4.18	0	53.76	29.4	-16.38	42.24	0.6	-61.62
1550. 	b	4.18	0	44.8	-47.04	-4.2	35.2	-0.96	-15.8
1551. 	b	4.18	0	-1.12	-1.96	-8.82	-0.88	-0.04	-33.18
1552. 	b	4.18	0	-17.92	-94.08	18.06	-14.08	-1.92	67.94
1553. 	b	4.18	0	7.84	-45.08	-7.98	6.16	-0.92	-30.02
1554. 	Tau	1.777	0	-29.12	-86.24	-13.86	-22.88	-1.76	-52.14
1555. 	W	80.379	1	-34.72	-86.24	-19.32	-27.28	-1.76	-72.68
1556. 	b	4.18	0	45.92	-31.36	4.2	36.08	-0.64	15.8
1557. 	W	80.379	1	-50.4	-3.92	-1.68	-39.6	-0.08	-6.32
1558. 	b	4.18	0	54.88	-15.68	-15.96	43.12	-0.32	-60.04
1559. 	W	80.379	1	-41.44	-15.68	3.78	-32.56	-0.32	14.22
1560. 	b	4.18	0	11.2	0	-6.3	8.8	0	-23.7
1561. 	b	4.18	0	7.84	68.6	16.38	6.16	1.4	61.62
1562. 	W	80.379	1	-52.64	-13.72	5.46	-41.36	-0.28	20.54
1563. 	b	4.18	0	43.68	-43.12	-18.06	34.32	-0.88	-67.94
1564. 	b	4.18	0	6.72	-1.96	-0.42	5.28	-0.04	-1.58
1565. 	W	80.379	1	-43.68	33.32	18.9	-34.32	0.68	71.1
1566. 	W	80.379	1	-42.56	27.44	18.06	-33.44	0.56	67.94
1567. 	b	4.18	0	4.48	-41.16	-19.32	3.52	-0.84	-72.68
1568. 	b	4.18	0	-4.48	68.6	-7.56	-3.52	1.4	-28.44
1569. 	b	4.18	0	30.24	45.08	2.52	23.76	0.92	9.48
1570. 	b	4.18	0	-13.44	-13.72	9.24	-10.56	-0.28	34.76
1571. 	b	4.18	0	16.8	-23.52	-10.92	13.2	-0.48	-41.08
1572. 	b	4.18	0	3.36	90.16	-1.68	2.64	1.84	-6.32
1573. 	b	4.18	0	-13.44	-80.36	18.06	-10.56	-1.64	67.94
1574. 	b	4.18	0	47.04	-1.96	14.28	36.96	-0.04	53.72
1575. 	b	4.18	0	5.6	96.04	0.42	4.4	1.96	1.58
1576. 	W	80.379	1	-44.8	21.56	-10.5	-35.2	0.44	-39.5
1577. 	W	80.379	1	-48.16	41.16	-10.5	-37.84	0.84	-39.5
1578. 	b	4.18	0	-19.04	-27.44	19.74	-14.96	-0.56	74.26
1579. 	W	80.379	1	-43.68	88.2	4.2	-34.32	1.8	15.8
1580. 	b	4.18	0	19.04	78.4	-1.26	14.96	1.6	-4.74
1581. 	b	4.18	0	19.04	-7.84	7.14	14.96	-0.16	26.86
1582. 	b	4.18	0	-4.48	9.8	-2.94	-3.52	0.2	-11.06
1583. 	W	80.379	1	-39.2	17.64	7.98	-30.8	0.36	30.02
1584. 	b	4.18	0	21.28	74.48	-12.6	16.72	1.52	-47.4
1585. 	b	4.18	0	29.12	-23.52	-13.86	22.88	-0.48	-52.14
1586. 	Tau	1.777	0	-29.12	-17.64	12.18	-22.88	-0.36	45.82
1587. 	b	4.18	0	13.44	-74.48	-3.36	10.56	-1.52	-12.64
1588. 	Z	91.187	1	-23.52	-92.12	18.9	-18.48	-1.88	71.1
1589. 	W	80.379	1	-43.68	-64.68	-2.1	-34.32	-1.32	-7.9
1590. 	b	4.18	0	-8.96	47.04	-15.12	-7.04	0.96	-56.88
1591. 	b	4.18	0	8.96	-94.08	19.74	7.04	-1.92	74.26
1592. 	b	4.18	0	42.56	33.32	-14.28	33.44	0.68	-53.72
1593. 	b	4.18	0	15.68	-90.16	8.82	12.32	-1.84	33.18
1594. 	Tau	1.777	0	-26.88	43.12	-18.9	-21.12	0.88	-71.1
1595. 	b	4.18	0	47.04	-70.56	3.78	36.96	-1.44	14.22
1596. 	b	4.18	0	31.36	60.76	8.82	24.64	1.24	33.18
1597. 	b	4.18	0	-14.56	45.08	-1.68	-11.44	0.92	-6.32
1598. 	b	4.18	0	47.04	-70.56	2.52	36.96	-1.44	9.48
1599. 	b	4.18	0	32.48	41.16	12.18	25.52	0.84	45.82
1600. 	W	80.379	1	-51.52	50.96	-0.84	-40.48	1.04	-3.16
1601. 	b	4.18	0	4.48	90.16	-20.58	3.52	1.84	-77.42
1602. 	b	4.18	0	44.8	39.2	0	35.2	0.8	0
1603. 	b	4.18	0	42.56	-43.12	18.06	33.44	-0.88	67.94
1604. 	b	4.18	0	53.76	-27.44	12.6	42.24	-0.56	47.4
1605. 	b	4.18	0	-2.24	-27.44	-7.14	-1.76	-0.56	-26.86
1606. 	b	4.18	0	7.84	-23.52	-9.24	6.16	-0.48	-34.76
1607. 	b	4.18	0	-12.32	29.4	1.68	-9.68	0.6	6.32
1608. 	b	4.18	0	7.84	76.44	14.7	6.16	1.56	55.3
1609. 	W	80.379	1	-35.84	21.56	-1.26	-28.16	0.44	-4.74
1610. 	b	4.18	0	-3.36	-5.88	2.94	-2.64	-0.12	11.06
1611. 	b	4.18	0	54.88	-88.2	-10.5	43.12	-1.8	-39.5
1612. 	b	4.18	0	-13.44	-70.56	-5.46	-10.56	-1.44	-20.54
1613. 	b	4.18	0	26.88	-92.12	-0.84	21.12	-1.88	-3.16
1614. 	W	80.379	1	-53.76	29.4	15.12	-42.24	0.6	56.88
1615. 	b	4.18	0	11.2	-29.4	-19.32	8.8	-0.6	-72.68
1616. 	W	80.379	1	-45.92	-11.76	-20.16	-36.08	-0.24	-75.84
1617. 	b	4.18	0	3.36	29.4	1.26	2.64	0.6	4.74
1618. 	Tau	1.777	0	-26.88	41.16	17.22	-21.12	0.84	64.78
1619. 	b	4.18	0	-7.84	96.04	-3.78	-6.16	1.96	-14.22
1620. 	b	4.18	0	19.04	-31.36	10.92	14.96	-0.64	41.08
1621. 	b	4.18	0	32.48	-37.24	9.66	25.52	-0.76	36.34
1622. 	b	4.18	0	-20.16	39.2	0.84	-15.84	0.8	3.16
1623. 	b	4.18	0	-6.72	19.6	-7.98	-5.28	0.4	-30.02
1624. 	Tau	1.777	0	-25.76	-35.28	-2.94	-20.24	-0.72	-11.06
1625. 	b	4.18	0	4.48	-76.44	8.82	3.52	-1.56	33.18
1626. 	W	80.379	1	-44.8	-90.16	-20.58	-35.2	-1.84	-77.42
1627. 	W	80.379	1	-49.28	90.16	-7.14	-38.72	1.84	-26.86
1628. 	b	4.18	0	-11.2	-43.12	10.92	-8.8	-0.88	41.08
1629. 	b	4.18	0	39.2	-56.84	21	30.8	-1.16	79
1630. 	b	4.18	0	-14.56	0	-3.78	-11.44	0	-14.22
1631. 	b	4.18	0	53.76	-78.4	-13.44	42.24	-1.6	-50.56
1632. 	Tau	1.777	0	-25.76	-41.16	7.98	-20.24	-0.84	30.02
1633. 	b	4.18	0	8.96	0	4.62	7.04	0	17.38
1634. 	b	4.18	0	56	35.28	-13.44	44	0.72	-50.56
1635. 	b	4.18	0	-16.8	60.76	8.82	-13.2	1.24	33.18
1636. 	b	4.18	0	45.92	-41.16	-9.66	36.08	-0.84	-36.34
1637. 	b	4.18	0	54.88	25.48	-0.42	43.12	0.52	-1.58
1638. 	b	4.18	0	5.6	-43.12	-11.34	4.4	-0.88	-42.66
1639. 	Z	91.187	1	-23.52	31.36	-17.22	-18.48	0.64	-64.78
1640. 	b	4.18	0	35.84	15.68	0	28.16	0.32	0
1641. 	b	4.18	0	-6.72	49	-18.06	-5.28	1	-67.94
1642. 	b	4.18	0	6.72	37.24	-1.26	5.28	0.76	-4.74
1643. 	b	4.18	0	30.24	52.92	8.82	23.76	1.08	33.18
1644. 	b	4.18	0	24.64	41.16	10.92	19.36	0.84	41.08
1645. 	b	4.18	0	15.68	21.56	-18.06	12.32	0.44	-67.94
1646. 	W	80.379	1	-50.4	98	-9.24	-39.6	2	-34.76
1647. 	b	4.18	0	29.12	41.16	-15.96	22.88	0.84	-60.04
1648. 	b	4.18	0	-14.56	-1.96	4.62	-11.44	-0.04	17.38
1649. 	b	4.18	0	-21.28	-56.84	14.7	-16.72	-1.16	55.3
1650. 	W	80.379	1	-52.64	-11.76	-5.04	-41.36	-0.24	-18.96
1651. 	b	4.18	0	52.64	23.52	-10.08	41.36	0.48	-37.92
1652. 	W	80.379	1	-33.6	19.6	14.28	-26.4	0.4	53.72
1653. 	b	4.18	0	14.56	49	1.68	11.44	1	6.32
1654. 	b	4.18	0	-12.32	-43.12	18.9	-9.68	-0.88	71.1
1655. 	b	4.18	0	43.68	5.88	20.58	34.32	0.12	77.42
1656. 	W	80.379	1	-44.8	-7.84	7.14	-35.2	-0.16	26.86
1657. 	b	4.18	0	41.44	-78.4	12.18	32.56	-1.6	45.82
1658. 	W	80.379	1	-35.84	72.52	0.84	-28.16	1.48	3.16
1659. 	b	4.18	0	49.28	96.04	18.48	38.72	1.96	69.52
1660. 	b	4.18	0	33.6	9.8	-2.1	26.4	0.2	-7.9
1661. 	W	80.379	1	-49.28	-31.36	9.66	-38.72	-0.64	36.34
1662. 	b	4.18	0	34.72	90.16	7.56	27.28	1.84	28.44
1663. 	b	4.18	0	-17.92	27.44	14.28	-14.08	0.56	53.72
1664. 	Z	91.187	1	-24.64	-13.72	1.68	-19.36	-0.28	6.32
1665. 	b	4.18	0	5.6	-35.28	8.4	4.4	-0.72	31.6
1666. 	b	4.18	0	2.24	0	15.54	1.76	0	58.46
1667. 	b	4.18	0	33.6	76.44	11.76	26.4	1.56	44.24
1668. 	b	4.18	0	8.96	-41.16	10.5	7.04	-0.84	39.5
1669. 	W	80.379	1	-52.64	15.68	18.9	-41.36	0.32	71.1
1670. 	b	4.18	0	-4.48	-25.48	20.16	-3.52	-0.52	75.84
1671. 	Z	91.187	1	-22.4	50.96	8.82	-17.6	1.04	33.18
1672. 	b	4.18	0	42.56	49	2.1	33.44	1	7.9
1673. 	b	4.18	0	8.96	-35.28	12.6	7.04	-0.72	47.4
1674. 	b	4.18	0	10.08	-60.76	9.66	7.92	-1.24	36.34
1675. 	W	80.379	1	-35.84	52.92	5.46	-28.16	1.08	20.54
1676. 	b	4.18	0	-15.68	41.16	-3.36	-12.32	0.84	-12.64
1677. 	W	80.379	1	-39.2	-66.64	13.86	-30.8	-1.36	52.14
1678. 	b	4.18	0	10.08	33.32	18.06	7.92	0.68	67.94
1679. 	b	4.18	0	52.64	23.52	21	41.36	0.48	79
1680. 	W	80.379	1	-41.44	17.64	-7.56	-32.56	0.36	-28.44
1681. 	W	80.379	1	-53.76	76.44	8.82	-42.24	1.56	33.18
1682. 	W	80.379	1	-35.84	54.88	-14.7	-28.16	1.12	-55.3
1683. 	b	4.18	0	5.6	82.32	15.96	4.4	1.68	60.04
1684. 	W	80.379	1	-35.84	13.72	2.52	-28.16	0.28	9.48
1685. 	b	4.18	0	21.28	-60.76	9.24	16.72	-1.24	34.76
1686. 	W	80.379	1	-38.08	-70.56	-20.16	-29.92	-1.44	-75.84
1687. 	Z	91.187	1	-22.4	31.36	7.14	-17.6	0.64	26.86
1688. 	b	4.18	0	17.92	-60.76	1.26	14.08	-1.24	4.74
1689. 	W	80.379	1	-36.96	-78.4	10.5	-29.04	-1.6	39.5
1690. 	b	4.18	0	10.08	41.16	-18.9	7.92	0.84	-71.1
1691. 	b	4.18	0	-14.56	54.88	-11.34	-11.44	1.12	-42.66
1692. 	W	80.379	1	-54.88	96.04	18.06	-43.12	1.96	67.94
1693. 	b	4.18	0	50.4	-23.52	18.9	39.6	-0.48	71.1
1694. 	b	4.18	0	-1.12	-45.08	5.46	-0.88	-0.92	20.54
1695. 	b	4.18	0	32.48	-31.36	7.56	25.52	-0.64	28.44
1696. 	b	4.18	0	-7.84	58.8	20.58	-6.16	1.2	77.42
1697. 	b	4.18	0	11.2	3.92	-9.24	8.8	0.08	-34.76
1698. 	W	80.379	1	-44.8	90.16	16.8	-35.2	1.84	63.2
1699. 	Tau	1.777	0	-26.88	-94.08	-12.18	-21.12	-1.92	-45.82
1700. 	W	80.379	1	-39.2	-29.4	11.76	-30.8	-0.6	44.24
1701. 	b	4.18	0	-11.2	17.64	0.42	-8.8	0.36	1.58
1702. 	b	4.18	0	-14.56	66.64	-17.22	-11.44	1.36	-64.78
1703. 	b	4.18	0	-10.08	-92.12	4.62	-7.92	-1.88	17.38
1704. 	Tau	1.777	0	-28	94.08	6.3	-22	1.92	23.7
1705. 	b	4.18	0	-20.16	58.8	-6.72	-15.84	1.2	-25.28
1706. 	W	80.379	1	-43.68	-13.72	-6.3	-34.32	-0.28	-23.7
1707. 	W	80.379	1	-36.96	-13.72	2.52	-29.04	-0.28	9.48
1708. 	Tau	1.777	0	-29.12	-56.84	-18.06	-22.88	-1.16	-67.94
1709. 	b	4.18	0	19.04	-5.88	21	14.96	-0.12	79
1710. 	b	4.18	0	44.8	-5.88	14.28	35.2	-0.12	53.72
1711. 	b	4.18	0	1.12	-23.52	8.82	0.88	-0.48	33.18
1712. 	b	4.18	0	-14.56	80.36	-18.48	-11.44	1.64	-69.52
1713. 	b	4.18	0	-7.84	29.4	2.94	-6.16	0.6	11.06
1714. 	b	4.18	0	24.64	-62.72	-14.28	19.36	-1.28	-53.72
1715. 	b	4.18	0	25.76	60.76	-20.58	20.24	1.24	-77.42
1716. 	b	4.18	0	4.48	62.72	15.96	3.52	1.28	60.04
1717. 	b	4.18	0	24.64	-15.68	-19.74	19.36	-0.32	-74.26
1718. 	b	4.18	0	41.44	92.12	17.64	32.56	1.88	66.36
1719. 	b	4.18	0	31.36	56.84	2.94	24.64	1.16	11.06
1720. 	b	4.18	0	11.2	94.08	-12.18	8.8	1.92	-45.82
1721. 	b	4.18	0	-7.84	27.44	7.14	-6.16	0.56	26.86
1722. 	b	4.18	0	6.72	62.72	-19.74	5.28	1.28	-74.26
1723. 	b	4.18	0	31.36	29.4	12.6	24.64	0.6	47.4
1724. 	b	4.18	0	22.4	80.36	3.78	17.6	1.64	14.22
1725. 	b	4.18	0	40.32	-66.64	12.18	31.68	-1.36	45.82
1726. 	b	4.18	0	15.68	70.56	-14.28	12.32	1.44	-53.72
1727. 	b	4.18	0	36.96	78.4	-20.58	29.04	1.6	-77.42
1728. 	b	4.18	0	21.28	23.52	6.3	16.72	0.48	23.7
1729. 	b	4.18	0	47.04	7.84	16.8	36.96	0.16	63.2
1730. 	b	4.18	0	40.32	-15.68	-20.16	31.68	-0.32	-75.84
1731. 	b	4.18	0	-5.6	35.28	9.24	-4.4	0.72	34.76
1732. 	b	4.18	0	-1.12	13.72	10.92	-0.88	0.28	41.08
1733. 	b	4.18	0	25.76	41.16	13.44	20.24	0.84	50.56
1734. 	W	80.379	1	-44.8	-90.16	10.08	-35.2	-1.84	37.92
1735. 	b	4.18	0	15.68	37.24	12.18	12.32	0.76	45.82
1736. 	b	4.18	0	48.16	-74.48	-18.9	37.84	-1.52	-71.1
1737. 	b	4.18	0	40.32	74.48	12.18	31.68	1.52	45.82
1738. 	b	4.18	0	-13.44	56.84	-6.3	-10.56	1.16	-23.7
1739. 	b	4.18	0	3.36	-56.84	-1.26	2.64	-1.16	-4.74
1740. 	b	4.18	0	35.84	39.2	-4.2	28.16	0.8	-15.8
1741. 	b	4.18	0	40.32	-37.24	11.34	31.68	-0.76	42.66
1742. 	b	4.18	0	-15.68	92.12	4.62	-12.32	1.88	17.38
1743. 	b	4.18	0	23.52	-25.48	4.62	18.48	-0.52	17.38
1744. 	b	4.18	0	43.68	25.48	-2.94	34.32	0.52	-11.06
1745. 	Z	91.187	1	-23.52	41.16	7.98	-18.48	0.84	30.02
1746. 	b	4.18	0	-4.48	-45.08	-11.76	-3.52	-0.92	-44.24
1747. 	W	80.379	1	-32.48	-3.92	9.24	-25.52	-0.08	34.76
1748. 	b	4.18	0	21.28	5.88	11.76	16.72	0.12	44.24
1749. 	b	4.18	0	40.32	-29.4	11.76	31.68	-0.6	44.24
1750. 	b	4.18	0	43.68	15.68	5.46	34.32	0.32	20.54
1751. 	b	4.18	0	53.76	1.96	12.18	42.24	0.04	45.82
1752. 	b	4.18	0	15.68	66.64	-11.76	12.32	1.36	-44.24
1753. 	Tau	1.777	0	-31.36	66.64	7.56	-24.64	1.36	28.44
1754. 	W	80.379	1	-35.84	-90.16	12.6	-28.16	-1.84	47.4
1755. 	b	4.18	0	36.96	-60.76	6.3	29.04	-1.24	23.7
1756. 	b	4.18	0	16.8	-9.8	-20.16	13.2	-0.2	-75.84
1757. 	b	4.18	0	-13.44	-9.8	15.54	-10.56	-0.2	58.46
1758. 	Tau	1.777	0	-25.76	45.08	3.36	-20.24	0.92	12.64
1759. 	b	4.18	0	24.64	92.12	6.3	19.36	1.88	23.7
1760. 	W	80.379	1	-49.28	-49	6.3	-38.72	-1	23.7
1761. 	b	4.18	0	33.6	58.8	15.96	26.4	1.2	60.04
1762. 	b	4.18	0	45.92	-3.92	-2.1	36.08	-0.08	-7.9
1763. 	b	4.18	0	-7.84	13.72	20.58	-6.16	0.28	77.42
1764. 	b	4.18	0	51.52	-35.28	12.18	40.48	-0.72	45.82
1765. 	b	4.18	0	24.64	25.48	-2.94	19.36	0.52	-11.06
1766. 	b	4.18	0	14.56	-70.56	-15.12	11.44	-1.44	-56.88
1767. 	b	4.18	0	1.12	70.56	3.36	0.88	1.44	12.64
1768. 	b	4.18	0	42.56	80.36	11.34	33.44	1.64	42.66
1769. 	b	4.18	0	-5.6	-7.84	2.52	-4.4	-0.16	9.48
1770. 	b	4.18	0	50.4	-66.64	-20.58	39.6	-1.36	-77.42
1771. 	b	4.18	0	5.6	90.16	9.66	4.4	1.84	36.34
1772. 	b	4.18	0	-16.8	3.92	15.54	-13.2	0.08	58.46
1773. 	W	80.379	1	-49.28	41.16	14.28	-38.72	0.84	53.72
1774. 	W	80.379	1	-49.28	96.04	17.22	-38.72	1.96	64.78
1775. 	b	4.18	0	-16.8	-70.56	-13.86	-13.2	-1.44	-52.14
1776. 	W	80.379	1	-41.44	-62.72	-15.54	-32.56	-1.28	-58.46
1777. 	b	4.18	0	44.8	-94.08	-10.92	35.2	-1.92	-41.08
1778. 	b	4.18	0	39.2	96.04	-12.18	30.8	1.96	-45.82
1779. 	b	4.18	0	51.52	-76.44	0.42	40.48	-1.56	1.58
1780. 	W	80.379	1	-39.2	90.16	0.84	-30.8	1.84	3.16
1781. 	b	4.18	0	-19.04	-70.56	10.08	-14.96	-1.44	37.92
1782. 	W	80.379	1	-49.28	-11.76	7.98	-38.72	-0.24	30.02
1783. 	b	4.18	0	5.6	3.92	-11.34	4.4	0.08	-42.66
